Symbol,Name,Sector
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,Finance
ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care
ACHL,Achilles Therapeutics plc American Depositary Shares,Health Care
ACHV,Achieve Life Sciences Inc. Common Shares,Health Care
ACIC,American Coastal Insurance Corporation Common Stock,Finance
ACIU,AC Immune SA Common Stock,Health Care
ACIW,ACI Worldwide Inc. Common Stock,Technology
ACLS,Axcelis Technologies Inc. Common Stock,Technology
ACLX,Arcellx Inc. Common Stock,Health Care
ACMR,ACM Research Inc. Class A Common Stock,Technology
ACNB,ACNB Corporation Common Stock,Finance
ACNT,Ascent Industries Co. Common Stock,Industrials
ACON,Aclarion Inc. Common Stock,Health Care
ACONW,Aclarion Inc. Warrant,Health Care
ACRS,Aclaris Therapeutics Inc. Common Stock,Health Care
ACRV,Acrivon Therapeutics Inc. Common Stock,Health Care
ACST,Acasti Pharma Inc. Class A Common Stock,Health Care
ACT,Enact Holdings Inc. Common Stock,Finance
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Miscellaneous
ACVA,ACV Auctions Inc. Class A Common Stock,Consumer Discretionary
ACXP,Acurx Pharmaceuticals Inc. Common Stock,Health Care
ADAG,Adagene Inc. American Depositary Shares,Health Care
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,Health Care
ADBE,Adobe Inc. Common Stock,Technology
ADD,Color Star Technology Co. Ltd. Class A Ordinary Shares,Consumer Discretionary
ADEA,Adeia Inc. Common Stock,Technology
ADI,Analog Devices Inc. Common Stock,Technology
ADIL,Adial Pharmaceuticals Inc Common Stock,Health Care
ADMA,ADMA Biologics Inc Common Stock,Health Care
ADN,Advent Technologies Holdings Inc. Class A Common Stock,Miscellaneous
ADNWW,Advent Technologies Holdings Inc. Warrant,Miscellaneous
ADP,Automatic Data Processing Inc. Common Stock,Technology
ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,Consumer Discretionary
ADSEW,ADS-TEC ENERGY PLC Warrant,Consumer Discretionary
ADSK,Autodesk Inc. Common Stock,Technology
ADTH,AdTheorent Holding Company Inc. Common Stock,Technology
ADTHW,AdTheorent Holding Company Inc. Warrants,Technology
ADTN,ADTRAN Holdings Inc. Common Stock,Telecommunications
ADTX,Aditxt Inc. Common Stock,Health Care
ADUS,Addus HomeCare Corporation Common Stock,Health Care
ADV,Advantage Solutions Inc. Class A Common Stock,Consumer Discretionary
ADVM,Adverum Biotechnologies Inc. Common Stock,Health Care
ADVWW,Advantage Solutions Inc. Warrant,Consumer Discretionary
ADXN,Addex Therapeutics Ltd American Depositary Shares,Health Care
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,Finance
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,Consumer Discretionary
AEHR,Aehr Test Systems Common Stock,Industrials
AEI,Alset Inc. Common Stock (TX),Finance
AEIS,Advanced Energy Industries Inc. Common Stock,Technology
AEMD,Aethlon Medical Inc. Common Stock,Health Care
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Consumer Discretionary
AEP,American Electric Power Company Inc. Common Stock,Utilities
AERT,Aeries Technology Inc. Class A Ordinary Share,Consumer Discretionary
AERTW,Aeries Technology Inc. Warrant,Consumer Discretionary
AEYE,AudioEye Inc. Common Stock,Technology
AEZS,Aeterna Zentaris Inc. Common Stock,Health Care
AFBI,Affinity Bancshares Inc. Common Stock (MD),Finance
AFCG,AFC Gamma Inc. Common Stock,Finance
AFMD,Affimed N.V.,Health Care
AFRI,Forafric Global PLC Ordinary Shares,Consumer Staples
AFRIW,Forafric Global PLC Warrants,Consumer Staples
AFRM,Affirm Holdings Inc. Class A Common Stock,Finance
AFYA,Afya Limited Class A Common Shares,Real Estate
AGAE,Allied Gaming & Entertainment Inc. Common Stock,Consumer Discretionary
AGBA,AGBA Group Holding Limited Ordinary Share,Finance
AGBAW,AGBA Group Holding Limited Warrant,Finance
AGEN,Agenus Inc. Common Stock,Health Care
AGFY,Agrify Corporation Common Stock,Consumer Staples
AGIO,Agios Pharmaceuticals Inc. Common Stock,Health Care
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,Technology
AGNC,AGNC Investment Corp. Common Stock,Real Estate
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,Industrials
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,
AGYS,Agilysys Inc. Common Stock (DE),Technology
AHCO,AdaptHealth Corp. Common Stock,Health Care
AHG,Akso Health Group ADS,Consumer Discretionary
AIHS,Senmiao Technology Limited Common Stock,Finance
AILE,iLearningEngines Inc. Common Stock,Technology
AILEW,iLearningEngines Inc. Warrant,Technology
AIMD,Ainos Inc. Common Stock,Health Care
AIMDW,Ainos Inc. Warrants,Health Care
AIP,Arteris Inc. Common Stock,Technology
AIRE,reAlpha Tech Corp. Common Stock,Finance
AIRG,Airgain Inc. Common Stock,Technology
AIRJ,Montana Technologies Corporation Class A Common Stock,Finance
AIRJW,Montana Technologies Corporation Warrant,Finance
AIRS,AirSculpt Technologies Inc. Common Stock,Health Care
AIRT,Air T Inc. Common Stock,Consumer Discretionary
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,Consumer Discretionary
AISP,Airship AI Holdings Inc. Class A Common Stock,Technology
AISPW,Airship AI Holdings Inc. Warrants,Technology
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,
AITRR,AI TRANSPORTATION ACQUISITION CORP Right,
AIXI,XIAO-I Corporation American Depositary Shares,Technology
AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary
AKAN,Akanda Corp. Common Shares,Health Care
AKBA,Akebia Therapeutics Inc. Common Stock,Health Care
AKLI,Akili Inc. Common Stock,Health Care
AKRO,Akero Therapeutics Inc. Common Stock,Health Care
AKTS,Akoustis Technologies Inc. Common Stock,Utilities
AKTX,Akari Therapeutics plc ADS,Health Care
AKYA,Akoya BioSciences Inc. Common Stock,Industrials
ALAB,Astera Labs Inc. Common Stock,Technology
ALAR,Alarum Technologies Ltd. American Depositary Share,Technology
ALBT,Avalon GloboCare Corp. Common Stock,Health Care
ALCE,Alternus Clean Energy Inc. Class A Common Stock,Utilities
ALCO,Alico Inc. Common Stock,
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,Finance
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants,Finance
ALDX,Aldeyra Therapeutics Inc. Common Stock,Health Care
ALEC,Alector Inc. Common Stock,Health Care
ALGM,Allegro MicroSystems Inc. Common Stock,Technology
ALGN,Align Technology Inc. Common Stock,Health Care
ALGS,Aligos Therapeutics Inc. Common Stock,Health Care
ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary
ALHC,Alignment Healthcare Inc. Common Stock,Health Care
ALIM,Alimera Sciences Inc. Common Stock,Health Care
ALKS,Alkermes plc Ordinary Shares,Health Care
ALKT,Alkami Technology Inc. Common Stock,Technology
ALLK,Allakos Inc. Common Stock,Health Care
ALLO,Allogene Therapeutics Inc. Common Stock,Health Care
ALLR,Allarity Therapeutics Inc. Common Stock,Health Care
ALLT,Allot Ltd. Ordinary Shares,Telecommunications
ALNT,Allient Inc. Common Stock,Industrials
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care
ALOT,AstroNova Inc. Common Stock,Technology
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,Telecommunications
ALRM,Alarm.com Holdings Inc. Common Stock,Technology
ALRN,Aileron Therapeutics Inc. Common Stock,Health Care
ALRS,Alerus Financial Corporation Common Stock,Finance
ALSAR,Alpha Star Acquisition Corporation Rights,Finance
ALSAW,Alpha Star Acquisition Corporation Warrants,Finance
ALT,Altimmune Inc. Common Stock,Health Care
ALTI,AlTi Global Inc. Class A Common Stock,Finance
ALTO,Alto Ingredients Inc. Common Stock,Industrials
ALTR,Altair Engineering Inc. Class A Common Stock,Technology
ALVO,Alvotech Ordinary Shares,Health Care
ALVOW,Alvotech Warrant,Health Care
ALVR,AlloVir Inc. Common Stock,Health Care
ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care
ALZN,Alzamend Neuro Inc. Common Stock,Health Care
AMAL,Amalgamated Financial Corp. Common Stock (DE),Finance
AMAT,Applied Materials Inc. Common Stock,Technology
AMBA,Ambarella Inc. Ordinary Shares,Technology
AMCX,AMC Networks Inc. Class A Common Stock,Telecommunications
AMD,Advanced Micro Devices Inc. Common Stock,Technology
AMED,Amedisys Inc Common Stock,Health Care
AMGN,Amgen Inc. Common Stock,Health Care
AMIX,Autonomix Medical Inc. Common Stock,Health Care
AMKR,Amkor Technology Inc. Common Stock,Technology
AMLI,American Lithium Corp. Common Stock,Industrials
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care
AMPG,Amplitech Group Inc. Common Stock,Telecommunications
AMPGW,Amplitech Group Inc. Warrants,Technology
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care
AMPL,Amplitude Inc. Class A Common Stock,Technology
AMRK,A-Mark Precious Metals Inc. Common Stock,Finance
AMRN,Amarin Corporation plc,Health Care
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,Health Care
AMSC,American Superconductor Corporation Common Stock,Industrials
AMSF,AMERISAFE Inc. Common Stock,Finance
AMST,Amesite Inc. Common Stock,Technology
AMSWA,American Software Inc. Class A Common Stock,Technology
AMTX,Aemetis Inc. (DE) Common Stock,Industrials
AMWD,American Woodmark Corporation Common Stock,Basic Materials
AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary
ANAB,AnaptysBio Inc. Common Stock,Health Care
ANDE,Andersons Inc. (The) Common Stock,Industrials
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,Health Care
ANGH,Anghami Inc. Ordinary Shares,Consumer Discretionary
ANGHW,Anghami Inc. Warrants,Consumer Discretionary
ANGI,Angi Inc. Class A Common Stock,Consumer Discretionary
ANGO,AngioDynamics Inc. Common Stock,Health Care
ANIK,Anika Therapeutics Inc. Common Stock,Health Care
ANIP,ANI Pharmaceuticals Inc.,Health Care
ANIX,Anixa Biosciences Inc. Common Stock,Health Care
ANL,Adlai Nortye Ltd. American Depositary Shares,Health Care
ANNX,Annexon Inc. Common Stock,Health Care
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,
ANSS,ANSYS Inc. Common Stock,Technology
ANTE,AirNet Technology Inc. American Depositary Shares,Consumer Discretionary
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care
ANY,Sphere 3D Corp. Common Shares,
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,Technology
AOGOW,Arogo Capital Acquisition Corp. Warrant,Technology
AONC,American Oncology Network Inc. Class A Common Stock,Health Care
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology
AOUT,American Outdoor Brands Inc. Common Stock,Consumer Discretionary
APA,APA Corporation Common Stock,Energy
APCX,AppTech Payments Corp. Common Stock,Technology
APCXW,AppTech Payments Corp. Warrant,Technology
APDN,Applied DNA Sciences Inc. Common Stock,Health Care
APEI,American Public Education Inc. Common Stock,Consumer Discretionary
APGE,Apogee Therapeutics Inc. Common Stock,Health Care
API,Agora Inc. American Depositary Shares,Technology
APLD,Applied Digital Corporation Common Stock,Finance
APLM,Apollomics Inc. Class A Ordinary Shares,Health Care
APLMW,Apollomics Inc. Warrant,Health Care
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care
APLT,Applied Therapeutics Inc. Common Stock,Health Care
APM,Aptorum Group Limited Class A Ordinary Shares,Health Care
APOG,Apogee Enterprises Inc. Common Stock,Consumer Discretionary
APP,Applovin Corporation Class A Common Stock,Technology
APPF,AppFolio Inc. Class A Common Stock,Technology
APPN,Appian Corporation Class A Common Stock,Technology
APPS,Digital Turbine Inc. Common Stock,Miscellaneous
APRE,Aprea Therapeutics Inc. Common stock,Health Care
APTO,Aptose Biosciences Inc. Common Shares,Health Care
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Industrials
APXI,APx Acquisition Corp. I Class A Ordinary Share,Finance
APXIU,APx Acquisition Corp. I Unit,Finance
APYX,Apyx Medical Corporation Common Stock,Health Care
AQB,AquaBounty Technologies Inc. Common Stock,
AQMS,Aqua Metals Inc. Common Stock,Industrials
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care
ARAY,Accuray Incorporated Common Stock,Health Care
ARBB,ARB IOT Group Limited Ordinary Shares,Technology
ARBE,Arbe Robotics Ltd. Ordinary Shares,Technology
ARBEW,Arbe Robotics Ltd. Warrant,Technology
ARBK,Argo Blockchain plc American Depositary Shares,Finance
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,Finance
ARCB,ArcBest Corporation Common Stock,Industrials
ARCC,Ares Capital Corporation Common Stock,Finance
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care
ARDX,Ardelyx Inc. Common Stock,Health Care
AREB,American Rebel Holdings Inc. Common Stock,Industrials
AREBW,American Rebel Holdings Inc. Warrants,Industrials
AREC,American Resources Corporation Class A Common Stock,Energy
ARGX,argenx SE American Depositary Shares,Health Care
ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary
ARKO,ARKO Corp. Common Stock,Consumer Staples
ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy
ARM,Arm Holdings plc American Depositary Shares,Technology
AROW,Arrow Financial Corporation Common Stock,Finance
ARQ,Arq Inc. Common Stock,Industrials
ARQQ,Arqit Quantum Inc. Ordinary Shares,Technology
ARQQW,Arqit Quantum Inc. Warrants,Technology
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care
ARRY,Array Technologies Inc. Common Stock,Consumer Discretionary
ARTL,Artelo Biosciences Inc. Common Stock,Health Care
ARTLW,Artelo Biosciences Inc. Warrant,Health Care
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials
ARVN,Arvinas Inc. Common Stock,Health Care
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Health Care
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,Finance
ASLE,AerSale Corporation Common Stock,Consumer Discretionary
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care
ASMB,Assembly Biosciences Inc. Common Stock,Health Care
ASML,ASML Holding N.V. New York Registry Shares,Technology
ASND,Ascendis Pharma A/S American Depositary Shares,Health Care
ASNS,Actelis Networks Inc. Common Stock,Telecommunications
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary
ASPI,ASP Isotopes Inc. Common Stock,Industrials
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Consumer Discretionary
ASRT,Assertio Holdings Inc. Common Stock,Health Care
ASRV,AmeriServ Financial Inc. Common Stock,Finance
ASST,Asset Entities Inc. Class B Common Stock,Technology
ASTC,Astrotech Corporation (DE) Common Stock,Industrials
ASTE,Astec Industries Inc. Common Stock,Industrials
ASTH,Astrana Health Inc. Common Stock,Consumer Discretionary
ASTI,Ascent Solar Technologies Inc. Common Stock,Technology
ASTL,Algoma Steel Group Inc. Common Shares,Industrials
ASTLW,Algoma Steel Group Inc. Warrant,Industrials
ASTR,Astra Space Inc. Class A Common Stock,Consumer Discretionary
ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary
ASTSW,AST SpaceMobile Inc. Warrant,Consumer Discretionary
ASUR,Asure Software Inc Common Stock,Technology
ASYS,Amtech Systems Inc. Common Stock,Technology
ATAI,ATAI Life Sciences N.V. Common Shares,Health Care
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,Consumer Discretionary
ATCOL,Atlas Corp. 7.125% Notes due 2027,Basic Materials
ATEC,Alphatec Holdings Inc. Common Stock,Health Care
ATER,Aterian Inc. Common Stock,Consumer Discretionary
ATEX,Anterix Inc. Common Stock,Telecommunications
ATGL,Alpha Technology Group Limited Ordinary Shares,Technology
ATHA,Athira Pharma Inc. Common Stock,Health Care
ATHE,Alterity Therapeutics Limited American Depositary Shares,Health Care
ATIF,ATIF Holdings Limited Ordinary Shares,Consumer Discretionary
ATLC,Atlanticus Holdings Corporation Common Stock,Finance
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,Finance
ATLO,Ames National Corporation Common Stock,Finance
ATLX,Atlas Lithium Corporation Common Stock,Industrials
ATMC,AlphaTime Acquisition Corp Ordinary Shares,Finance
ATMV,AlphaVest Acquisition Corp Ordinary Shares,Finance
ATMVU,AlphaVest Acquisition Corp Unit,Finance
ATNF,180 Life Sciences Corp. Common Stock,Health Care
ATNFW,180 Life Sciences Corp. Warrant,Health Care
ATNI,ATN International Inc. Common Stock,Telecommunications
ATOM,Atomera Incorporated Common Stock,Technology
ATOS,Atossa Therapeutics Inc. Common Stock,Health Care
ATPC,Agape ATP Corporation Common Stock,Health Care
ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care
ATRC,AtriCure Inc. Common Stock,Health Care
ATRI,Atrion Corporation Common Stock,Health Care
ATRO,Astronics Corporation Common Stock,Industrials
ATSG,Air Transport Services Group Inc,Consumer Discretionary
ATXG,Addentax Group Corp. Common Stock,Consumer Discretionary
ATXI,Avenue Therapeutics Inc. Common Stock,Health Care
ATXS,Astria Therapeutics Inc. Common Stock,Health Care
AUBN,Auburn National Bancorporation Inc. Common Stock,Finance
AUDC,AudioCodes Ltd. Common Stock,Utilities
AUGX,Augmedix Inc. Common Stock,Consumer Discretionary
AUID,authID Inc. Common Stock,Technology
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care
AUR,Aurora Innovation Inc. Class A Common Stock,Technology
AURA,Aura Biosciences Inc. Common Stock,Health Care
AUROW,Aurora Innovation Inc. Warrant,Technology
AUTL,Autolus Therapeutics plc American Depositary Share,Health Care
AUUD,Auddia Inc. Common Stock,Technology
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care
AVAV,AeroVironment Inc. Common Stock,Industrials
AVBP,ArriVent BioPharma Inc. Common Stock,Health Care
AVDL,Avadel Pharmaceuticals plc Ordinary Share,Health Care
AVDX,AvidXchange Holdings Inc. Common Stock,Technology
AVGO,Broadcom Inc. Common Stock,Technology
AVGR,Avinger Inc. Common Stock,Health Care
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care
AVNW,Aviat Networks Inc. Common Stock,Technology
AVO,Mission Produce Inc. Common Stock,Consumer Staples
AVPT,AvePoint Inc. Class A Common Stock,Technology
AVPTW,AvePoint Inc. Warrant,Technology
AVRO,AVROBIO Inc. Common Stock,Health Care
AVT,Avnet Inc. Common Stock,Technology
AVTE,Aerovate Therapeutics Inc. Common Stock,Health Care
AVTX,Avalo Therapeutics Inc. Common Stock,Health Care
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care
AWH,Aspira Women's Health Inc. Common Stock,Health Care
AWIN,AERWINS Technologies Inc. Common Stock,Industrials
AWINW,AERWINS Technologies Inc. Warrant,Industrials
AWRE,Aware Inc. Common Stock,Technology
AXDX,Accelerate Diagnostics Inc. Common Stock,Industrials
AXGN,Axogen Inc. Common Stock,Health Care
AXNX,Axonics Inc. Common Stock,Health Care
AXON,Axon Enterprise Inc. Common Stock,Industrials
AXSM,Axsome Therapeutics Inc. Common Stock,Health Care
AXTI,AXT Inc Common Stock,Technology
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,Utilities
AYRO,AYRO Inc. Common Stock,
AYTU,Aytu BioPharma Inc.  Common Stock,Health Care
AZ,A2Z Smart Technologies Corp. Common Shares,
AZN,AstraZeneca PLC American Depositary Shares,Health Care
AZPN,Aspen Technology Inc. Common Stock,Technology
AZTA,Azenta Inc.,Health Care
BACK,IMAC Holdings Inc. Common Stock,Health Care
BAER,Bridger Aerospace Group Holdings Inc. Common Stock,Consumer Discretionary
BAERW,Bridger Aerospace Group Holdings Inc. Warrant,Consumer Discretionary
BAFN,BayFirst Financial Corp. Common Stock,Finance
BAND,Bandwidth Inc. Class A Common Stock,Technology
BANF,BancFirst Corporation Common Stock,Finance
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,Finance
BANL,CBL International Limited Ordinary Shares,Energy
BANR,Banner Corporation Common Stock,Finance
BANX,ArrowMark Financial Corp. Common Stock,Finance
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,Consumer Discretionary
BASE,Couchbase Inc. Common Stock,Technology
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,Consumer Discretionary
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,Consumer Discretionary
BAYA,Bayview Acquisition Corp Ordinary Shares,
BAYAU,Bayview Acquisition Corp Unit,
BBCP,Concrete Pumping Holdings Inc. Common Stock,Consumer Discretionary
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,Consumer Discretionary
BBIO,BridgeBio Pharma Inc. Common Stock,Health Care
BBLG,Bone Biologics Corp Common Stock,Health Care
BBLGW,Bone Biologics Corp Warrants,Health Care
BBSI,Barrett Business Services Inc. Common Stock,Consumer Discretionary
BCAB,BioAtla Inc. Common Stock,Health Care
BCAL,Southern California Bancorp Common Stock,Finance
BCAN,BYND Cannasoft Enterprises Inc. Common Stock,
BCBP,BCB Bancorp Inc. (NJ) Common Stock,Finance
BCDA,BioCardia Inc. Common Stock,Health Care
BCDAW,BioCardia Inc. Warrant,Health Care
BCG,Binah Capital Group Inc. Common Stock,Finance
BCGWW,Binah Capital Group Inc. Warrants,Finance
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,Health Care
BCML,BayCom Corp Common Stock,Finance
BCOV,Brightcove Inc. Common Stock,Technology
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,Finance
BCPC,Balchem Corporation Common Stock,Industrials
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,Health Care
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,Finance
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,Finance
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,Finance
BCTX,BriaCell Therapeutics Corp. Common Shares,Health Care
BCTXW,BriaCell Therapeutics Corp. Warrant,Health Care
BCYC,Bicycle Therapeutics plc American Depositary Shares,Health Care
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,Health Care
BDSX,Biodesix Inc. Common Stock,Health Care
BDTX,Black Diamond Therapeutics Inc. Common Stock,Health Care
BEAM,Beam Therapeutics Inc. Common Stock,Health Care
BEAT,Heartbeam Inc. Common Stock,Health Care
BEATW,Heartbeam Inc. Warrant,Health Care
BECN,Beacon Roofing Supply Inc. Common Stock,Consumer Discretionary
BEEM,Beam Global Common Stock,Technology
BELFA,Bel Fuse Inc. Class A Common Stock,
BELFB,Bel Fuse Inc. Class B Common Stock,
BENF,Beneficient Class A Common Stock,Finance
BENFW,Beneficient Warrant,Finance
BETR,Better Home & Finance Holding Company Class A Common Stock,Finance
BETRW,Better Home & Finance Holding Company Warrant,Finance
BFC,Bank First Corporation Common Stock,Finance
BFI,BurgerFi International Inc. Common Stock,Consumer Discretionary
BFIIW,BurgerFi International Inc. Warrant,Consumer Discretionary
BFIN,BankFinancial Corporation Common Stock,Finance
BFRG,Bullfrog AI Holdings Inc. Common Stock,Health Care
BFRGW,Bullfrog AI Holdings Inc. Warrants,Health Care
BFRI,Biofrontera Inc. Common Stock,Health Care
BFRIW,Biofrontera Inc. Warrants,Health Care
BFST,Business First Bancshares Inc. Common Stock,Finance
BGC,BGC Group Inc. Class A Common Stock,Finance
BGFV,Big 5 Sporting Goods Corporation Common Stock,Consumer Discretionary
BGLC,BioNexus Gene Lab Corp Common stock,Health Care
BGNE,BeiGene Ltd. American Depositary Shares,Health Care
BGXX,Bright Green Corporation Common Stock,Health Care
BHAC,Focus Impact BH3 Acquisition Company Class A Common Stock,Finance
BHACU,Focus Impact BH3 Acquisition Company Units,Finance
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,Consumer Discretionary
BHF,Brighthouse Financial Inc. Common Stock,Finance
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,Finance
