Symbol,Name,Sector
164A.T,"Applepark.CO.,LTD.",Real Estate
165A.T,SBI RHEOS HIFUMI Inc.,Securities and Commodities Futures
1662.T,"Japan Petroleum Exploration Co.,Ltd.",Mining
1663.T,K&O Energy Group Inc.,Mining
166A.T,TASUKI Holdings Inc.,Real Estate
167A.T,"Ryoyo Ryosan Holdings,Inc.",Wholesale Trade
168A.T,itamiarts inc.,Other Products
1711.T,"SDS HOLDINGS Co.,Ltd.",Construction
1712.T,"Daiseki Eco.Solution Co.,Ltd.",Construction
1716.T,DAI-ICHI CUTTER KOGYO K.K.,Construction
1717.T,Meiho Facility Works Ltd.,Services
1718.T,"MIKIKOGYO CO.,LTD.",Construction
1719.T,HAZAMA ANDO CORPORATION,Construction
171A.T,"ZEROJAPAN.Co.,Ltd",Wholesale Trade
1720.T,"TOKYU CONSTRUCTION CO., LTD.",Construction
1721.T,COMSYS Holdings Corporation,Construction
1723.T,"NIHON DENGI CO.,LTD.",Construction
1724.T,SYNCLAYER INC.,Construction
1726.T,Br.Holdings Corporation,Construction
172A.T,"NEO HOME Co.,Ltd.",Real Estate
1730.T,"ASO FOAM CRETE Co.,Ltd.",Construction
1736.T,OTEC CORPORATION,Construction
173A.T,Hammock Inc.,Information & Communication
1743.T,"KOATSU KOGYO CO.,LTD.",Construction
174A.T,"AGENTEC Co.,Ltd.",Information & Communication
1757.T,"Souken Ace Co.,Ltd.",Construction
1758.T,"Taiyo Kisokogyo Co.,Ltd.",Construction
175A.T,"Will Smart Co.,LTD.",Information & Communication
1762.T,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",Construction
1764.T,KUDO CORPORATION,Construction
1766.T,TOKEN CORPORATION,Construction
1768.T,SONEC CORPORATION,Construction
176A.T,Rezil Inc.,Electric Power and Gas
1770.T,"FUJITA ENGINEERING CO.,LTD.",Construction
1773.T,YTL Corporation Berhad,Construction
1775.T,FUJI FURUKAWA ENGINEERING & CONSTRUCTION CO.LTD.,Construction
1776.T,"SUMIKEN MITSUI ROAD CO., LTD.",Construction
177A.T,"Kohjin Bio Co.,Ltd.",Chemicals
1780.T,YAMAURA CORPORATION,Construction
1783.T,"Fantasista Co.,Ltd.",Real Estate
1786.T,Oriental Shiraishi Corporation,Construction
1787.T,"Nakabohtec Corrosion Protecting Co.,Ltd.",Construction
1788.T,SANTO CORPORATION,Construction
1789.T,"ETS Holdings Co.,Ltd.",Construction
1793.T,"OHMOTO GUMI CO.,LTD.",Construction
1795.T,MASARU CORPORATION,Construction
1798.T,MORIYA CORPORATION,Construction
1799.T,DAIICHI KENSETSU CORPORATION,Construction
1801.T,TAISEI CORPORATION,Construction
1802.T,OBAYASHI CORPORATION,Construction
1803.T,SHIMIZU CORPORATION,Construction
1805.T,TOBISHIMA CORPORATION,Construction
1807.T,"WATANABE SATO CO.,LTD.",Construction
1808.T,HASEKO Corporation,Construction
1810.T,"MATSUI CONSTRUCTION CO.,LTD.",Construction
1811.T,THE ZENITAKA CORPORATION,Construction
1812.T,KAJIMA CORPORATION,Construction
1813.T,Fudo Tetra Corporation,Construction
1814.T,"DAISUE CONSTRUCTION CO.,LTD.",Construction
1815.T,TEKKEN CORPORATION,Construction
1820.T,"Nishimatsu Construction Co.,Ltd.",Construction
1821.T,"Sumitomo Mitsui Construction Co., Ltd.",Construction
1822.T,DAIHO CORPORATION,Construction
1826.T,"Sata Construction Co.,Ltd.",Construction
1827.T,NAKANO CORPORATION,Construction
1828.T,TANABE ENGINEERING CORPORATION,Construction
1833.T,OKUMURA CORPORATION,Construction
1835.T,"TOTETSU KOGYO CO.,LTD.",Construction
1840.T,"TSUCHIYA HOLDINGS CO.,LTD.",Construction
1841.T,"SANYU CONSTRUCTION CO.,LTD.",Construction
1844.T,"OHMORI CO.,LTD.",Construction
1847.T,"ICHIKEN Co.,Ltd.",Construction
1848.T,FUJI P.S CORPORATION,Construction
184A.T,"Manabi-aid Co.,Ltd.",Information & Communication
1850.T,"Nankai Tatsumura Construction Co.,Ltd.",Construction
1852.T,ASANUMA CORPORATION,Construction
1853.T,"Mori-Gumi Co.,Ltd.",Construction
185A.T,Recycle Tech Japan CORPORATION,Services
1860.T,TODA CORPORATION,Construction
1861.T,"Kumagai Gumi Co.,Ltd.",Construction
1866.T,KITANO CONSTRUCTION CORP.,Construction
1867.T,UEKI CORPORATION,Construction
186A.T,Astroscale Holdings Inc.,Services
1870.T,"YAHAGI CONSTRUCTION CO.,LTD.",Construction
1871.T,"P.S. Mitsubishi Construction Co., Ltd.",Construction
1873.T,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction
1878.T,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate
1879.T,SHINNIHON CORPORATION,Construction
187A.T,"SAMTY HOLDINGS Co.,Ltd.",Real Estate
1882.T,TOA ROAD CORPORATION,Construction
1884.T,"THE NIPPON ROAD CO.,LTD.",Construction
1885.T,TOA CORPORATION,Construction
1887.T,JDC CORPORATION,Construction
1888.T,"WAKACHIKU CONSTRUCTION CO.,LTD.",Construction
1890.T,"TOYO CONSTRUCTION CO.,LTD.",Construction
1893.T,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",Construction
1897.T,"The Kaneshita Construction Co.,Ltd.",Construction
1898.T,"SEIKITOKYU KOGYO CO.,LTD.",Construction
1899.T,FUKUDA CORPORATION,Construction
189A.T,"D&M COMPANY CO.,LTD",Services
1904.T,"TAISEI ONCHO CO.,LTD.",Construction
1905.T,TENOX CORPORATION,Construction
1909.T,"Nippon Dry-Chemical CO.,LTD.",Machinery
190A.T,Chordia Therapeutics Inc.,Pharmaceutical
1911.T,"Sumitomo Forestry Co.,Ltd.",Construction
1914.T,"JAPAN FOUNDATION ENGINEERING CO.,LTD.",Construction
191A.T,"MIMOSA CO.,LTD.",Services
1921.T,TOMOE CORPORATION,Construction
1925.T,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction
1926.T,"RAITO KOGYO CO.,LTD.",Construction
1928.T,"Sekisui House,Ltd.",Construction
1929.T,"NITTOC CONSTRUCTION CO.,LTD.",Construction
192A.T,Integroup Inc.,Services
1930.T,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",Construction
1934.T,YURTEC CORPORATION,Construction
1938.T,"NIPPON RIETEC CO.,LTD.",Construction
1939.T,YONDENKO CORPORATION,Construction
193A.T,"Gro-Bels Co.,Ltd.",Real Estate
1941.T,CHUDENKO CORPORATION,Construction
1942.T,"KANDENKO CO.,LTD.",Construction
1944.T,KINDEN CORPORATION,Construction
1945.T,TOKYO ENERGY & SYSTEMS INC.,Construction
1946.T,TOENEC CORPORATION,Construction
1948.T,"The Kodensha,Co.,Ltd.",Construction
1949.T,"SUMITOMO DENSETSU CO.,LTD.",Construction
194A.T,"WOLVES HAND Co.,Ltd.",Services
1950.T,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction
1951.T,"EXEO Group,Inc.",Construction
1952.T,"Shin Nippon Air Technologies Co.,Ltd.",Construction
1959.T,KYUDENKO CORPORATION,Construction
195A.T,Ricecurry Inc.,Services
1960.T,Sanyo Engineering & Construction Inc.,Construction
1961.T,"SANKI ENGINEERING CO.,LTD.",Construction
1963.T,JGC HOLDINGS CORPORATION,Construction
1964.T,"Chugai Ro Co.,Ltd.",Construction
1965.T,TECHNO RYOWA LTD.,Construction
1966.T,TAKADA CORPORATION,Construction
1967.T,YAMATO CORPORATION,Construction
1968.T,"TAIHEI DENGYO KAISHA,LTD.",Construction
1969.T,"Takasago Thermal Engineering Co.,Ltd.",Construction
196A.T,"MFS,Inc.",Other Financing Business
1972.T,"SANKO METAL INDUSTRIAL CO.,LTD.",Construction
1973.T,NEC Networks & System Integration Corporation,Information & Communication
1975.T,"ASAHI KOGYOSHA CO.,LTD.",Construction
1976.T,"MEISEI INDUSTRIAL Co.,Ltd.",Construction
1979.T,Taikisha Ltd.,Construction
197A.T,"TAUNS Laboratories,Inc.",Pharmaceutical
1980.T,"DAI-DAN CO.,LTD.",Construction
1981.T,"KYOWANISSEI CO.,LTD.",Construction
1982.T,"Hibiya Engineering,Ltd.",Construction
198A.T,PostPrime Inc.,Information & Communication
1992.T,"KANDA TSUSHINKI CO.,LTD.",Construction
1994.T,TAKAHASHI CURTAIN WALL CORPORATION,Construction
1997.T,"AKATSUKI EAZIMA CO.,LTD.",Construction
199A.T,Mediair corporation,Information & Communication
2001.T,NIPPN CORPORATION,Foods
2002.T,NISSHIN SEIFUN GROUP INC.,Foods
2003.T,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods
2004.T,"Showa Sangyo Co.,Ltd.",Foods
2009.T,"THE TORIGOE CO.,LTD.",Foods
202A.T,"MAMEZO DIGITAL HOLDINGS CO.,LTD.",Information & Communication
203A.T,"Shunbin Co.,Ltd.",Services
204A.T,"TaiyoPackage Co.,Ltd.",Pulp and Paper
2053.T,"CHUBU SHIRYO CO.,LTD.",Foods
2055.T,"NICHIWA SANGYO CO.,LTD.",Foods
205A.T,LOGOS HOLDINGS INC.,Construction
2060.T,"FEED ONE CO.,LTD.",Foods
207A.T,Rising Corporation Inc.,Construction
2107.T,"Toyo Sugar Refining Co.,Ltd.",Foods
2108.T,"Nippon Beet Sugar Manufacturing Co.,Ltd.",Foods
2109.T,"Mitsui DM Sugar Holdings Co.,Ltd.",Foods
2112.T,"Ensuiko Sugar Refining Co.,Ltd.",Foods
2114.T,Fuji Nihon Seito Corporation,Foods
2117.T,"WELLNEO SUGAR Co.,Ltd.",Foods
2120.T,"LIFULL Co.,Ltd.",Services
2121.T,"MIXI,Inc.",Services
2122.T,"Interspace Co.,Ltd.",Services
2124.T,"JAC Recruitment Co.,Ltd.",Services
2127.T,Nihon M&A Center Holdings Inc.,Services
2130.T,"Members Co.,Ltd.",Services
2134.T,Sun Capital Management Corp.,Services
2136.T,HIP CORPORATION,Services
2138.T,"CROOZ,Inc.",Information & Communication
2139.T,"CHUCO CO.,LTD.",Services
2146.T,"UT Group Co.,Ltd.",Services
2148.T,ITmedia Inc.,Services
2150.T,"CareNet,Inc.",Services
2152.T,Youji Corporation,Services
2153.T,E・J Holdings Inc.,Services
2154.T,Open Up Group Inc.,Services
2156.T,SAYLOR ADVERTISING INC.,Services
2157.T,"KOSHIDAKA HOLDINGS Co.,LTD.",Services
2158.T,"FRONTEO,Inc.",Services
2160.T,GNI Group Ltd.,Pharmaceutical
2162.T,nms Holdings Corporation,Services
2163.T,"ARTNER CO.,LTD.",Services
2164.T,"CHIIKISHINBUNSHA CO.,LTD.",Services
2168.T,Pasona Group Inc.,Services
2169.T,"CDS Co.,Ltd.",Services
2170.T,Link and Motivation Inc.,Services
2173.T,Hakuten Corporation,Services
2175.T,"SMS CO.,LTD.",Services
2179.T,"SEIGAKUSHA CO.,LTD.",Services
2180.T,SUNNY SIDE UP GROUP Inc.,Services
2181.T,"PERSOL HOLDINGS CO.,LTD.",Services
2183.T,"Linical Co.,Ltd.",Services
2185.T,CMC CORPORATION,Services
2186.T,Sobal Corporation,Services
2193.T,Cookpad Inc.,Services
2195.T,"AMITA HOLDINGS CO.,LTD.",Services
2196.T,ESCRIT INC.,Services
2198.T,IKK Holdings Inc.,Services
2201.T,"Morinaga & Co.,Ltd.",Foods
2204.T,"NAKAMURAYA CO.,LTD.",Foods
2206.T,"Ezaki Glico Co.,Ltd.",Foods
2207.T,"Meito Sangyo Co.,Ltd.",Foods
2208.T,BOURBON CORPORATION,Foods
2209.T,"IMURAYA GROUP CO.,LTD.",Foods
2211.T,"Fujiya Co.,Ltd.",Foods
2212.T,"YAMAZAKI BAKING CO.,LTD.",Foods
2215.T,"FIRST BAKING CO.,LTD.",Foods
2216.T,Kanro Inc.,Foods
2217.T,Morozoff Limited,Foods
2220.T,"KAMEDA SEIKA CO.,LTD.",Foods
2221.T,"IWATSUKA CONFECTIONERY CO.,LTD.",Foods
2222.T,"Kotobuki Spirits Co.,Ltd.",Foods
2224.T,"COMO CO.,LTD.",Foods
2226.T,KOIKE-YA Inc.,Foods
2229.T,"CALBEE,Inc.",Foods
2264.T,"MORINAGA MILK INDUSTRY CO.,LTD.",Foods
2266.T,"ROKKO BUTTER CO.,LTD.",Foods
2267.T,"YAKULT HONSHA CO.,LTD.",Foods
2268.T,"B-R 31 ICE CREAM CO.,LTD.",Foods
2269.T,"Meiji Holdings Co.,Ltd.",Foods
2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",Foods
2281.T,"Prima Meat Packers,Ltd.",Foods
2282.T,NH Foods Ltd.,Foods
2286.T,"Hayashikane Sangyo Co.,Ltd.",Foods
2288.T,"MARUDAI FOOD CO.,LTD.",Foods
2291.T,"FUKUTOME MEAT PACKERS,LTD.",Foods
2292.T,S Foods Inc.,Foods
2293.T,"TAKIZAWA HAM CO.,LTD.",Foods
2294.T,"Kakiyasu Honten Co.,Ltd.",Foods
2296.T,ITOHAM YONEKYU HOLDINGS INC.,Foods
2300.T,"Kyokuto Co.,Ltd.",Services
2301.T,"GAKUJO CO.,Ltd.",Services
2303.T,Dawn Corporation,Information & Communication
2304.T,"CSS HOLDINGS,LTD.",Services
2305.T,"STUDIO ALICE Co.,Ltd.",Services
2307.T,"CROSS CAT CO.,LTD.",Information & Communication
2311.T,"EPCO Co.,Ltd.",Services
2315.T,CAICA DIGITAL Inc.,Information & Communication
2317.T,Systena Corporation,Information & Communication
2321.T,Softfront Holdings,Information & Communication
2323.T,fonfun corporation,Information & Communication
2325.T,"NJS Co.,Ltd.",Services
2326.T,Digital Arts Inc.,Information & Communication
2327.T,NS Solutions Corporation,Information & Communication
2329.T,TOHOKUSHINSHA FILM CORPORATION,Information & Communication
2330.T,"Forside Co.,Ltd.",Information & Communication
2331.T,"SOHGO SECURITY SERVICES CO.,LTD.",Services
2332.T,"Quest Co.,Ltd.",Information & Communication
2334.T,eole Inc.,Services
2335.T,CUBE SYSTEM INC.,Information & Communication
2337.T,Ichigo Inc.,Real Estate
2338.T,"Quantum Solutions Co.,Ltd.",Information & Communication
2340.T,"GOKURAKUYU HOLDINGS CO.,LTD.",Services
2341.T,"ARBEIT-TIMES CO.,LTD.",Services
2342.T,TRANS GENIC INC.,Services
2344.T,"HEIAN CEREMONY SERVICE CO.,LTD.",Services
2345.T,"Kushim,Inc.",Information & Communication
2349.T,"Nippon Information Development Co.,Ltd.",Information & Communication
2351.T,ASJ INC.,Information & Communication
2353.T,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",Real Estate
2354.T,YE DIGITAL Corporation,Information & Communication
2359.T,CORE CORPORATION,Information & Communication
2370.T,"MEDINET Co.,Ltd.",Services
2371.T,"Kakaku.com,Inc.",Services
2372.T,"I'rom Group Co.,Ltd.",Services
2373.T,CARE TWENTYONE CORPORATION,Services
2374.T,SAINT-CARE HOLDING CORPORATION,Services
2375.T,GiG Works Inc.,Services
2376.T,SCINEX CORPORATION,Services
2378.T,"RENAISSANCE,INCORPORATED",Services
2379.T,dip Corporation,Services
2384.T,"SBS Holdings,Inc.",Land Transportation
2385.T,Soiken Holdings Inc.,Services
2388.T,"Wedge Holdings CO.,LTD.",Other Financing Business
2389.T,"DIGITAL HOLDINGS,INC.",Services
2391.T,"PLANET,INC.",Services
2393.T,"Nippon Care Supply Co.,Ltd.",Services
2395.T,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services
2397.T,DNA Chip Research Inc.,Services
2404.T,"TETSUJIN Holdings,Inc.",Services
2408.T,"KG Intelligence CO.,LTD.",Services
2410.T,"CAREER DESIGN CENTER CO.,LTD.",Services
2411.T,GENDAI AGENCY INC.,Information & Communication
2413.T,"M3,Inc.",Services
2415.T,"Human Holdings Co.,Ltd.",Services
2418.T,TSUKADA GLOBAL HOLDINGS Inc.,Services
2424.T,Brass Corporation,Services
2425.T,"Care Service Co.,Ltd.",Services
2428.T,WELLNET CORPORATION,Services
2429.T,"WORLD HOLDINGS CO.,LTD.",Services
2432.T,"DeNA Co.,Ltd.",Services
2433.T,HAKUHODO DY HOLDINGS INCORPORATED,Services
2435.T,"CEDAR.Co.,Ltd",Services
2436.T,"KYODO PUBLIC RELATIONS CO.,LTD.",Services
2437.T,"SHINWA WISE HOLDINGS CO.,LTD.",Services
2438.T,"Asukanet Company,Limited",Services
2440.T,"Gurunavi,Inc.",Services
2445.T,"Takamiya Co.,Ltd.",Services
2449.T,"PRAP Japan,Inc.",Services
2452.T,"Computer Mind Co.,Ltd.",Information & Communication
2454.T,"All About,Inc.",Services
2459.T,"AUN CONSULTING,Inc.",Services
2461.T,"FAN Communications,Inc.",Services
2462.T,"LIKE,Inc.",Services
2464.T,"Aoba-BBT,Inc.",Services
2468.T,"FueTrek Co.,Ltd.",Services
2469.T,Hibino Corporation,Services
2471.T,"S-Pool,Inc.",Services
2475.T,"WDB HOLDINGS CO.,LTD.",Services
2477.T,"Temairazu,Inc.",Information & Communication
2479.T,JTEC CORPORATION,Services
2480.T,"System Location Co.,Ltd.",Information & Communication
2481.T,"TOWNNEWS-SHA CO.,LTD.",Services
2483.T,HONYAKU Center Inc.,Services
2484.T,"DEMAE-CAN CO.,LTD",Information & Communication
2485.T,TEAR Corporation,Services
2487.T,"CDG Co.,Ltd.",Services
2488.T,"JTP CO.,LTD.",Services
2489.T,Adways Inc.,Services
2491.T,"ValueCommerce Co.,Ltd.",Services
2492.T,Infomart Corporation,Services
2493.T,"E-SUPPORTLINK,Ltd.",Services
2497.T,"UNITED,Inc.",Services
2498.T,Oriental Consultants Holdings Company Limited,Services
2499.T,"NIHONWASOU HOLDINGS,INC.",Services
2501.T,SAPPORO HOLDINGS LIMITED,Foods
2502.T,"Asahi Group Holdings,Ltd.",Foods
2503.T,"Kirin Holdings Company,Limited",Foods
2531.T,TAKARA HOLDINGS INC.,Foods
2533.T,"Oenon Holdings,Inc.",Foods
2540.T,"YOMEISHU SEIZO CO.,LTD.",Foods
2573.T,"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",Foods
2579.T,Coca-Cola Bottlers Japan Holdings Inc.,Foods
2585.T,"LIFEDRINK COMPANY,INC.",Foods
2586.T,FRUTA FRUTA INC.,Foods
2587.T,Suntory Beverage & Food Limited,Foods
2588.T,"Premium Water Holdings,Inc.",Foods
2590.T,"DyDo GROUP HOLDINGS,INC.",Foods
2593.T,"ITO EN,LTD.",Foods
25935.T,"ITO EN,LTD.(shares of preferred stock)",Foods
2594.T,KEY COFFEE INC,Foods
2597.T,UNICAFE INC.,Foods
2599.T,"JAPAN FOODS CO.,LTD.",Foods
2602.T,"The Nisshin OilliO Group,Ltd.",Foods
2607.T,FUJI OIL HOLDINGS INC.,Foods
2612.T,KADOYA SESAME MILLS INCORPORATED,Foods
2613.T,"J-OIL MILLS, INC.",Foods
2651.T,"Lawson,Inc.",Retail Trade
2652.T,MANDARAKE INC.,Retail Trade
2653.T,"AEON KYUSHU CO.,LTD.",Retail Trade
2654.T,ASMO CORPORATION,Retail Trade
2656.T,Vector HOLDINGS Inc.,Retail Trade
2659.T,"SAN-A CO.,LTD.",Retail Trade
2664.T,CAWACHI LIMITED,Retail Trade
2666.T,"AUTOWAVE Co.,Ltd.",Retail Trade
2667.T,"ImageONE Co.,Ltd.",Wholesale Trade
2668.T,Tabio Corporation,Wholesale Trade
2669.T,"Kanemi Co.,Ltd.",Retail Trade
2670.T,"ABC-MART,INC.",Retail Trade
2673.T,"YUMEMITSUKETAI Co.,Ltd.",Retail Trade
2674.T,"HARD OFF CORPORATION Co.,Ltd.",Retail Trade
2676.T,"TAKACHIHO KOHEKI CO.,LTD.",Wholesale Trade
2678.T,ASKUL Corporation,Retail Trade
2681.T,GEO HOLDINGS CORPORATION,Retail Trade
2683.T,"UOKI CO.,LTD.",Retail Trade
2685.T,"Adastria Co.,Ltd.",Retail Trade
2686.T,"GFOOT CO.,LTD.",Retail Trade
2687.T,CVS Bay Area Inc.,Retail Trade
2689.T,"OLBA HEALTHCARE HOLDINGS,Inc.",Wholesale Trade
2692.T,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade
2693.T,YKT CORPORATION,Wholesale Trade
2694.T,Yakiniku Sakai Holdings Inc.,Retail Trade
2695.T,"Kura Sushi,Inc.",Retail Trade
2698.T,"CAN DO CO.,LTD.",Retail Trade
2700.T,"KITOKU SHINRYO CO.,LTD.",Wholesale Trade
2702.T,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade
2705.T,"OOTOYA Holdings Co.,Ltd.",Retail Trade
2708.T,"KUZE CO.,LTD.",Wholesale Trade
2715.T,Elematec Corporation,Wholesale Trade
2721.T,J-Holdings Corp.,Wholesale Trade
2722.T,"IK HOLDINGS Co.,Ltd.",Retail Trade
2726.T,"PAL GROUP Holdings CO.,LTD",Retail Trade
2730.T,EDION Corporation,Retail Trade
2733.T,ARATA CORPORATION,Wholesale Trade
2734.T,SALA CORPORATION,Retail Trade
2735.T,"WATTS CO.,LTD.",Retail Trade
2736.T,"Festaria Holdings Co.,Ltd.",Retail Trade
2737.T,TOMEN DEVICES CORPORATION,Wholesale Trade
2742.T,"HALOWS CO.,LTD.",Retail Trade
2743.T,PIXEL COMPANYZ INC.,Wholesale Trade
2747.T,"Hokuyu Lucky Co.,Ltd.",Retail Trade
2749.T,"JP-HOLDINGS,INC.",Services
2750.T,"S.ISHIMITSU&CO.,LTD.",Wholesale Trade
2751.T,"TENPOS HOLDINGS Co.,Ltd.",Wholesale Trade
2752.T,FUJIO FOOD GROUP INC.,Retail Trade
2753.T,"AMIYAKI TEI CO.,LTD.",Retail Trade
2754.T,"TOKATSU HOLDINGS CO.,LTD.",Retail Trade
2760.T,TOKYO ELECTRON DEVICE LIMITED,Wholesale Trade
2762.T,"SANKO MARKETING FOODS CO.,LTD.",Retail Trade
2763.T,"FTGroup CO.,LTD.",Wholesale Trade
2764.T,Hiramatsu Inc.,Retail Trade
2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade
2768.T,Sojitz Corporation,Wholesale Trade
2769.T,"Village Vanguard CO.,LTD.",Retail Trade
2776.T,"SHINTO Holdings,Inc.",Wholesale Trade
2778.T,"PALEMO HOLDINGS CO.,LTD.",Retail Trade
2780.T,"Komehyo Holdings Co.,Ltd.",Retail Trade
2782.T,"Seria Co.,Ltd.",Retail Trade
2784.T,Alfresa Holdings Corporation,Wholesale Trade
2788.T,"APPLE INTERNATIONAL CO.,LTD.",Wholesale Trade
2789.T,"Karula Co.,LTD.",Retail Trade
2790.T,"NAFCO Co.,Ltd.",Retail Trade
2791.T,"DAIKOKUTENBUSSAN CO.,LTD.",Retail Trade
2792.T,"HONEYS HOLDINGS CO.,LTD.",Retail Trade
2795.T,NIPPON PRIMEX INC.,Wholesale Trade
2796.T,Pharmarise Holdings Corporation,Retail Trade
2798.T,Y's table corporation,Retail Trade
2801.T,KIKKOMAN CORPORATION,Foods
2802.T,"Ajinomoto Co.,Inc.",Foods
2804.T,"BULL-DOG SAUCE CO.,LTD.",Foods
2805.T,S&B FOODS INC.,Foods
2806.T,YUTAKA FOODS CORPORATION,Foods
2809.T,Kewpie Corporation,Foods
2810.T,House Foods Group Inc.,Foods
2811.T,"KAGOME CO.,LTD.",Foods
2813.T,"Wakou Shokuhin Co.,Ltd.",Foods
2814.T,"SATO FOODS INDUSTRIES CO.,LTD.",Foods
2815.T,"ARIAKE JAPAN Co.,Ltd.",Foods
2816.T,"DAISHO CO.,LTD.",Foods
2818.T,"PIETRO Co.,Ltd.",Foods
2819.T,"EBARA Foods Industry,Inc.",Foods
2820.T,Yamami Company,Foods
2830.T,AOHATA Corporation,Foods
2831.T,HAGOROMO FOODS CORPORATION,Foods
2871.T,NICHIREI CORPORATION,Foods
2872.T,"SEIHYO CO.,LTD.",Foods
2874.T,"YOKOREI CO.,LTD.",Wholesale Trade
2875.T,"TOYO SUISAN KAISHA,LTD.",Foods
2876.T,Delsole Corporation,Foods
2877.T,NittoBest Corporation,Foods
